text,category
"
Hello everyone. I really struggled yesterday with my anxiety to the point where I couldn't stop worrying and crying. I cried nearly all day. Today I am supposed to go into work but I really don't have the energy to go in. Is it bad to take a day off for that reason? Should I feel bad for taking the day off?
Thanks everyone
",Anxiety
"
Hi everyone,
I'm a newbie here. male in my late 30's
in theory everything should be going well but I started a new career just before covid hit and now working from home with a new team and less support - my anxiety cranked up and I am having really bad panic attacks about work (whole body shakes, poor sleep, no appetite).
Feeling guilty because my 6yo is at home so I am trying to help with his home schooling but my anxiety is making me feel useless (and a burden to my wife - who has been amazing, but now I think it's starting to get to her).
I am starting to feel some negative thoughts about my self worth (and a whole impostor syndrome kicking in about being found out and losing the job, and all my self worth).
Sorry about the ramble, but it feels right to just say it. I am taking a mild antidepressant but I don't think it's working and I've booked to see a psychiatrist as well. Feeling quite scared about how quickly this is escalating.
If anyone has any tips on how to cope, I'd love to hear. Thanks for the support
",Anxiety
"
Hi guys! So I am 3 days into the 14 day lockdown that I got put in (hotel quarentine, moved out of Victoria) and I have really bad anxiety about literally everything.
I have been living on my own for a long time, doing my own laundry, building my own furniture, cleaning and fixing my own house, getting my own groceries ect. and I love that because it means I don't burden anyone, noone judges me and I feel so much more comfortable.
But if you don't know, with the 14 day quarentine, you cannot leave the room. So people have to take your rubbish, other people do your laundry, you have to call reception to ask for help with things, and I absolutely hate it. I don't like having to rely on other people and burdoning other people, and I feel quite uncomfortable ""forcing"" someone else to do my laundry.
I also have to place an order with Woolworths to get some stuff delivered to my room that I absolutely need (toothbrush, bathroom items that aren't provided, some snacks for between meals, ect.). However again, it needs to be delivered to reception and then they bring it up to me. 
I have so much anxiety about people judging what I buy from the shops, what I get delievered, what I'm wearing (when they are doing my laundry) that I'm almost not doing any of it. 
I know it's their job and all that, and using logic they probably really don't care what I get delivered or how much rubbish I have or how many times I call reception to ask questions, but anxiety doesn't use logic and I am anxious and really don't want to do anything that is going to burdon them. My woolworths order has been sitting on the checkout page for like an hour but I just can't bring myself to order it because I am so anxious of what the workers will think of me. 
But I also can't leave my room and do everything myself.
",Anxiety
"
Hi guys!
You may have seen me around a little bit, so I will just give a brief synopsis with an update. I am in a toxic abusive house and I have to be moved out by end of next week due to housemates cutting lease in the middle of a pandemic. I am moving back to my home state with family who refuse to acknowledge my (diagnosed) mental disorders and have been abusive in the past.
Now onto the update.
I have bad swelling in one of my feet and I went to see a doctor today. She said I have (likely) blood clotting around my foot which is obviously very dangerous. 
So now within the next week I have to move all the things out of my room and into the removalist area, get someone to help me put unsold furniture on the curb for hard rubbish collection, pack my car up and get that taken to the removalist, book flights, quit my job, somehow get rid of all the rubbish in my room (tips are closed now for general public and my housemates keep filling the bin before I can put anything in there just to be difficult), go get a scan on my foot and a follow up with a doctor, all the while wearing a mask and following COVID protocols that are literally changing every day.
I'm not sleeping well, I'm not eating well, my anxiety is through the roof every second of every day and I don't know how I am supposed to get all of this done alone. I also don't have much money (my job was a casual minimum hour shift once a week) and, with my foot, struggle to walk without being in pain. I don't know how I am going to do this and am terrified and scared of this fast arriving deadline that seems to be getting more and more anxiety inducing every day. I am trying my best to take things one day at a time but I'm really struggling with even that concept. Now with the added anxiety of possible blood clots in my foot which is very dangerous, I feel overwhelmed by anxiety and don't want to do absolutely anything at all, which is in turn making my anxiety worse because the day keeps getting closer with not much more happening. 
",Anxiety
"
Ive been up since 4am trying to calm myself down / self care / mindfulness / acceptance - nothing is working. Ive tried 2 helplines and cant get through.
I cant even drink and I feel like im going to throw up. I have PNDA [post natal depression and anxiety] plus a lot of big changes in my personal life. I am pursuing professional help. Okay just writing this all out has helped a bit. Any support out there?
",Anxiety
"
Hi! This is my first post here but I really need some advice so please tell me if I do anything wrong or if this post is only me being dramatic.
I'm a Year 9 student with anxiety/OCD/depression and since beginning high school, I've been sitting with the same friend group. I was only close friends with one of them (and my other close friend sits with a non-English speaking group) but the rest didn't mind me being there so I was fine with that. Last term though, half of the group moved schools and now the few of us that are left have all moved to other groups. I'm not comfortable enough with any of the others so I just followed my close friend to a group that she knew from her classes I'm not in. I sat with them for two days before my close friend basically told me that I was being too quiet and weird, and that I should go make other friends. My classmates are always friendly and I've tried asking some of them if I can sit with their groups, except they've all said they don't really want new people to join them. I've been crying in class sometimes whenever I remember and I have a constant empty ache in my chest/stomach which stops me from calming down and relaxing even at home. I hate how bad I feel all the time and the way that I can't do anything I used to like doing after school without being worried about tomorrow. Recently I've just been going to the library at recess and lunch then eating my food during class but it's closed one day each week. When the library is closed I try sitting with the group I followed my close friend to originally but I can tell they don't want me there. At this point, I think I might just hide in the toilet and read a book instead on that day. The truth is, I kind of enjoy being alone, I'm just worried that the other students or teachers will judge me for being some pathetic loser. I'm really hoping to study abroad next year if the borders open back up, which desperately want them to do because then I'll be gone for all of 2021 and will only have to survive Year 11 and 12 here (at least then I can pretend to be constantly studying for my HSC). My parents are very kind and supportive, but I don't want to tell them because I'm ashamed that their only child is like this. I'm really sorry for all my rambling, but does anyone know how can I find a friend group or just feel better about this entire situation?
",Anxiety
"
I just wanted to see if anyone out there could help me with some advice. 
I personally have generalised anxiety. For the most part I have it under control but as we all know bad days come and go. 
My husband has anxiety also. He has had this longer than I have known him and struggled with it on and off. He had a period of 6-7 years when we first met where for the most part it was under control and his medication was working for him. 
Now he keeps having these moments every 6-12 months where he gets terrified of going to work. The first time this happened he wouldn't go to work for 6 weeks. That was extremely hard. Since then its happened 2-3 more times but not for as long. It has ranged from a few days to a week. We are currently going through it again. He is nearly on week 3 of not going to work. He has eaten through the small bit of leave he did have. 
He has been in this job for over 10 years and if his boss didn't experience anxiety himself I honestly believe he would have lost his job a long time ago. 
I dont currently work. This was a decision that we made together and we are getting to that point in life where it's time to start thinking about a family but now this is happening again I dont know what to do. 
As harsh/bad as it sounds I'm losing trust in him. He will get up, get dressed and leave to go to work but then an hour later I get a text telling me he couldn't do it and he's turned around and gone to his parents house. Which is beyond frustrating. He defiantly over involves them in our lives. 

I'm at a loss and I dont know how to deal with it anymore. I know he can't control this but he is setting off all my fears and anxieties and affecting my mental health. 

If anyone could give any advice I would greatly appreciate it. I just dont know how to handle this anymore when it keeps happening over and over again. 
",Anxiety
"
Hi everyone, I would really appreciate it if anyone who's experienced anxiety could take the time to read this and send through some advice.
One of my closest friends has alluded to her struggles with anxiety, however she has a really hard time opening up about her feelings. On the odd occasion that she has made comments about her challenges, I think I've handled the situation poorly as I've rushed to giving advice/diagnosis (I now know NOT to do this) rather than properly listening. 
She lacks adequate support from her family as they have a hard time understanding mental illnesses, and so she's extremely reluctant to open up and seek help (perhaps due to a fear of judgment?) 
I've never had major issues with anxiety and I don't always know how to act around my friends that do have it, and so I really need advice from people who have been in my friend's situation. Here's some specific questions I have, even if you just answer one or two it would be a tremendous help. 
I know I can't push her into confiding in someone, but what can I do to let her know that I'm always there to talk to?
If she does open up to me what are some things I should and shouldn't do?
What were the things you really needed to hear from your friends when you were experiencing mental health issues?
Should I suggest some resources for her, or does she need to be the one to take action?
",Anxiety
"
I recently relocated towns due to being really unhappy in my previous work as well as being unable to make meaningful connections in my outside life. I have been in my new place for just over a month and I am really enjoying my new work however, I can't help but still feel empty inside. 
My anxiety levels still seem to be really high and I feel like I cannot make proper relationships with other people (no motivation to go out on a date/lack of desire to try and meet someone). I know that relationships aren't everything, however as I get older I can't help but feel I am going to be left behind. For so long my anxiety has ruled my life. It tells me I am horrible and ugly, it tells me I am unworthy and that people will judge me. I don't feel beautiful or that anyone will want to get to know the real me once they find out that I deal with this on a daily basis. 
I have friends that seem to care about me some of the time, but I frequently question how long they will be in my life. From previous experience people tend to leave me without warning or explanation so it's hard not to feel like I am the issue! 
I have tried joining a sport to find people but this has been unsuccessful in the past. As for online dating, I have been on a few dates with people but this never leads anywhere and I am at the point of just not even caring to go on the apps anymore as it feels like it will never be worth it. 
Have other people been able to shake this feeling? Or get past it? Or are some people just not destined to find their person? 
I am in the process of changing my anxiety medication to see if it will help but with that also comes its own anxiety attached to it too.
Would like to hear people's thoughts and to know I am not crazy for thinking all of this?
Thanks :) 
",Anxiety
"
Hi
Im 25 years old and have been dealing with severe anxiety and panic attacks since young.
Ive been on a number of different medications. My conditions go through phases: sometimes manageable, sometimes not. When it’s good, I can cope with going grocery shopping and a few outings per week. This is always followed by an episode which can happen at any time.
I’m currently seeing a third psychologist to better manage my situation.
I am worried that this may be a lifelong condition and that I won’t be able to get and maintain a normal job. I cannot cope with full time work at this time and I’m not sure I ever will.
I am just hoping for anyone else’s experience in navigating Centrelink for similar situations. I don’t want to rely on it - far from it. I would love to be ‘normal’ and this is always my goal.
Thanks

",Anxiety
"
Hello, I’m new here but I have an old problem. I’ve had severe health anxiety for a number of years. I know what causes it - a build up of stress and internalising problems. It started after my dad passed away 10 years ago following untreatable cancer. It comes in waves - I can be fine for years and then something triggers me - work stress, reading something in the news etc. I am very creative and boy I can scare myself. It’s horrible being like this in front of my husband and children. I feel guilty and ashamed.
This is the worst I’ve been though and again is due to a lot of stress - my younger brother has pancreatic cancer and I’m very close to him. He’s doing well so far and is due to have a huge operation. I’m his main support so feel a big pressure to be up and happy around him too. I also lost my job a month ago so there’s been a lot of time for obsessing and googling. 
I have risk factors for breast cancer and have a mammogram and infrasound today. I am a mess. Beyond a mess really. I’m taking my husband with me but want to know if anyone else has gotten through anything similar. If it’s a bad result, I think I will totally collapse 
",Anxiety
"
To all the anxiety survivours,
1. You're stronger than you think. It isn't easy battling demons in your head. In fact, it's exhausting! For 25 years of my life I've been at war with myself. Sometimes I let the demons show, other times I don't. It takes strength to hide something so severe and fool others into believing you're fine. Trust me!
2. Anxiety isn't your personality. It's all in your head, not something that characterises you. You're a beautiful and complex human being. Don't ever feel you aren't, just cause somedays feel harder than others.
3. Anxiety is serious and can have an effect on your whole life. Don't ever let others tell you to 'toughen up' or make you feel that your problems are insignificant. These people are the problem, not you. 
 
",Anxiety
"
Hi am new to this , I am struggling with anxiety bar the moment and can’t sleep more than a few hours a night , i drop off to sleep ok but way 2 hours later in a panic and then am so wound up i struggle to get back to sleep , if I take circadin (melatonin ) I feel horrible the next day like wired , I have tried Valium but I wake during the night and it feels like I have stopped breathing , now I am afraid I think to sleep 
",Anxiety
"
Hi everyone... I don't post a lot here. I'm more of a reader but I was wondering if anyone had any tips for the situation I'm going to mention below.

So I suffer from anxiety and depression for over 10 years. It gets worse with every death in the family. Late last year my grandpa who I was really close with and was a second father to me got really really sick and passed away early this year. Now I live with my grandma as my dad and uncle have passed 10 years and 4 years ago respectively.

I have been with my current partner for over a year and a half. We've decided to not have kids. I believe I wouldn't cope mentally. I already have enough issue trying to sleep and manage myself. My grandma ever since my grandpa got really sick pushed me to have a baby even though I told her I don't want one. I talked to my partner about not having one. My partner already has two children from previous relationship and recently got the snip. That's fine.

My concern is the amount of stress I feel when my grandma brings it up because it leaves me a quiet closed off mess and I find it hard to talk about it with others. My grandma has, for lack of a better phrase, my life ""planned out"" as in get married and have kids. I am very lucky to already have a house I'll be paying off. It's hard when I don't want that. It's hard because my job as a teacher lets me teach and build relationships with other peoples children and that's enough for me. My gran doesn't get it but I love her anyway as she's the only blood family I've got living with me during this coronavirus stuff and my partner who is a few towns away from me in regional Victoria.

I don't want to have a child just to make my grandma happy... I don't know what to do as she doesn't approve of me not wanting kids because of my legitimate mental health concerns.
",Anxiety
"
Sometimes I have good days sometimes bad. With my anxiety and depression it is sometimes 2 steps forward 5 back. I try to do things to keep it at bay, eat right, try to exercise, get sleep, medication, meditation etc...But it is always lingering...knocking at the door or window ready  to overwhelm me at any moment. I should look at the positives...I am employed, I have a family that loves me. All that makes you feel guilty of feeling like this. Getting tired of treading on water. The tsunami of emotions make it hard to stay afloat.
",Anxiety
"
I have a mild Disability 
",Anxiety
"
I have been aware for several years that I have a crippling anxiety around medical tests, to the point where I basically don't have them done.

So I was born with a genetic condition inherited from my father. The syndrome has various symptoms, all of which are present at birth.

His major symptom was huge trouble with his eyes from childhood , resulting in him being legally blind at around 59 yrs old.

I did not have eye trouble to his extent at all. I am now 51

When I was 19, in 1988 I accompanied him to an eye specialist. Even though I did not have an appointment they put me in the chair. They saw some vascularization on my eyes and said basically quit your life you will be blind in 10 yrs.

I have been to numerous eye doctors since then who have said your corneas are fine, you are no tf going tyo go blind. Probably 5 different eye doctors have said that.

Well I took that 30 yr old report to an eye specialist 2 weeks ago because of some dry eye symptoms and he said your eyes have not changed , and in fact my visual acuity test was 6/5 (excellent)

But the last 3 week's waiting for this appointment has been a nightmare. I can't forget that original diagnosis and I feel like maybe all these other doctors were wrong and the first diagnosis was right? I have no issues with my vision and I know it's illogical but the trauma of that diagnosis of blindness, even though I didnt believe it at the time has haunted me. I can't get rid of it

I have an appointment on Monday with a dry eye specialist and waiting for this appt has caused me such severe anxiety to panic attack mode. I've been going through this this for 3 weeks since I booked it

I never ever EVER book medical appts. Dental ones are fine, but anything else no way. I wil never forgive that eye specialist 32 yrs ago for what he has done to me 
 
",Anxiety
"

Hi Guys
New to this site, can anyone please help me
I am having a lot of trouble sleeping generally getting about 2 to3 hours broken sleep per night unless i take a sleeping pill then I can get between 4 and 6 hours pretty good sleep
I used sleeping pills on and of for a few weeks but I don’t want to take it regularly as I hear it can be very addictive, (I had a very stressful family breakdown and court case which is where the initial insomnia started because of anxiety and depression. I am still on an antidepressant but I think the anxiety has eased a lot but my sleeping will not return. I have tried regular bed times and waking times, no coffee or coke, dark room, reading for 15 minutes before bed (after watching TV etc
",Anxiety
"
How do others cope with self hatred.  I am really struggling with this at the moment
",Anxiety
"
Hi,
I am struggling with anxious thoughts. I have been in a relationship for nearly 7 months. At the start it was so good I was constantly having fun. 
Recently though we have fought a lot more. I’m not too sure why, we have spoken about communication and how we need to talk about how we feel to avoid this. 
He knows how he feels, he knows that he loves me but I’m just not too sure. My mind keeps telling me to break up with him because maybe that would be easier for us both and better for him. Whenever we talk about breaking up I just cry because part of me doesn’t want him to leave but then I don’t know why I think I want to break up with him.
I have extremely low iron which I was told could be a cause. But I also do have bad anxiety. My boyfriend tells me that the thoughts I have of wanting to break up and not knowing what I want is normal and that he will always be here and that it’s his choice. I don’t want to hurt this boy because he has always been my number 1 supporter along with my parents. He is constantly there and all he wants for me to be is happy.
I just want to know I’m not alone in feeling this and that it is normal for my anxiety to doubt and second guess everything.
",Anxiety
"
Hi everyone 
I have been suffering for as long as I can remember. 

I have never seeked help or spoken to anybody about my problems but it’s become too overwhelming and can’t help but think life would be so much easier if I wasn’t around any longer I mean this feeling just won’t go away and I just want to be at peace.
im engaged to a beautiful lady who knows some of what I’m going through but not all. I am embarrassed hate attention and don’t like talking about my feelings. If not for my fiancé I fear I would have don’t something stupid. 
I really think it’s time I get help but don’t believe anything can help me. 
anyone who can relate or have useful advice would be most appreciated. 
thanks for listening. 
 
",Anxiety
"
What is someone called when they’re distant towards you but also make snide remarks/comments in the disguise as a joke. Or how about when they’re distant from you and your son but you’re not sure what’s actually their problem and now you get this horrible anxiety so crippling you literally skip town in hopes you don’t see them so you don’t have a big confrontational argument because you’re scared of what will happen because you’ve tried that in the past and it back fired on you & were made to feel like your feelings were invalid, that they are allowed to judge my music taste, like they are better than me, like the person who made you feel like they had a worse childhood than you due to sexual abuse but didn’t know you actually suffered sexual abuse from a family friend and to this day still haven’t told anyone apart from mentioning it right now. 
Now her (my eldest sister) daughters (my nieces) are distant towards me, don’t acknowledge my son most times & are apparently different to him when I’m not around. Her eldest daughter will not acknowledge me in town anymore. That’s okay, her and I never really became close after the first blow out. Her youngest was quite close to me up until Easter and now all she thinks is my son is spoiled and she’s not (whole other backstory; she got more Easter presents then my son and that’s all I’m going to say). She won’t even acknowledge my son (2yr old) if he’s trying to get her attention, he’s very persistent and he’s not speaking much but he can definitely use his voice to indicate what he wants. He could practically be on her and she wouldn’t even look at him. Yet with her eldest sisters sons both 4&2 she is all over them and interacts with them but with my son she is cold. It’s starting to affect me to the point I don’t acknowledge any of them & the fact that my father and another niece from my other sister is telling me things I’m not comfortable with (not acknowledging my son, idc about me). My foot was put down when my eldest sister invited my mum out for her birthday dinner, that’s fine, she usually asks if I want to go but things had been pretty rocky so I didn’t expect it but felt a little hurt. Then they come back to pick all my nieces up to go back to her house to cut mums cake. They got my eldest niece and her two boys over there but they never texted me or rang me, not even to include my son. Which was very odd considering they would usually contact me. I felt so hurt I didn’t talk to anyone for days. 
",Anxiety
"
Towards the middle of this year I began to find my anxiety being a bit of a problem more so than usual. Just thought id send a message out to others on here to say I hope that the year can get progressively better with whatever mental/physical health problems you have experienced. I don't know if I believe in prayers or wishes but sometimes they are nice to say anyway. 
 
Cheers
",Anxiety
"
Hi I’m a new member, I work in a pharmacy and am finding the social distancing difficult as our store is a bad design to allow for this. There is no concierge to limit the number of customers even though we have a limit of 20 this causes congestion at the scripts out counter which is a high traffic area where the staff have to pass through to access the staff room, toilet, consult room and where the prescriptions ready are stored. We are in stage 3 restrictions so the limit is allowed but staff aren’t feeling as though we are being cared for as we are all in such close contact. We all have families to go home to and I love my job and want to keep working but feel my employer isn’t looking after us. 
",Anxiety
"
What are some strategies for getting a daily routine going after a period of it being disrupted. Are there some tips when managing anxiety? 
",Anxiety
"
Hi ever since my nan passed i have been trying to get back to work but i get overwhelmed and can't go ahead, i like my job but i fear there patience might be running thin and i have only been there for about 3 months. I don't know how to i can get myself to go, I'm joining the Gym again and going to go everyday  until my swing starts again in 4 days. Its  a 4 days on 4 days off roster and hoping that might help otherwise anyone got any more ideas that may help?
 
 
Thank You 
 
Richard 
",Anxiety
"
Hi guys, I have really bad anxiety and struggle with mild OCD and i have been really worried about corona virus these last couple days as i have had a bit of a blocked nose and excessive saliva in mouth and i haven’t been able to sleep at night worrying i have the virus even tho i live in Adelaide Australia were we don’t have any active cases. My parents tell me it’s just allergies and because i have a fan in my room while sleeping but i just worry and i don’t know if my anxiety is making at worse or if i actually have something and i’m real scared i’m giving it to my friends at school
",Anxiety
"
I don't know if it's just me but sometimes when I am out in public and think I am feeling ok I do strange things that drive my husband crazy. I will be walking along fine one minute taking the lead and then just suddenly slow down and expect him to take the lead ( often without me saying anything). It's like I have suddenly become too afraid to lead or say i don't know where i am going. I don't know why I do t speak up or have a 'real' reason for the change of tack. I will do the same thing boldly walking first into a new cafe/bar/restaurant but then sort of go off into some other planet lost in thought and don't communicate anything to my husband or dither about with the cafe worker. Is this normal? It's like I just lose focus on what I am doing.

",Anxiety
"
Just sharing a positive thread, you can overcome OCD you don’t need to stay trapped in the OCD cycle... I’m living proof of this... with the correct help you can be free of it.
",Anxiety
"
Hi im new here,male in my late 30s married with 2 kids mortgage etc etc and have had a lifetime of on and off worry and anxiety from as long as i can remember. I know deep down I'm overreacting to most situations and i tend to overthink and  run thru these in my head before and after events. I tend not to live in the moment thru life and look back at certain times and wished i could of relaxed more and enjoyed myself at the time. I think back and really enjoy those memories more than actually living it at the time. 
I was a shy quiet kid at school. Especially at high school where i went most days with anxiety of what may or may not happen. I have a social anxiety too which has eased over the years as ive gotten older but still comes out from time to time. 
Lately i have been in a bit of a rut with my worries getting me down. My wife has a chronic illness which she is in alot of pain constantly and can't work. So ive been the only one bringing the income in and i feel so much pressure to be the only one doing so. I feel burdened by this, sometimes i feel trapped. One of my kids has a learning disability and her struggles get me down and i worry about her future too. There are times i struggle to Sleep with my worries always on mind which add to the anxiety and periods of depression. 
Thanks for reading my post

",Anxiety
"
I have a significant personal history of mental illness including anxiety disorders and OCD diagnosed during my childhood/teens (and a major episode about 18 months ago), and also a family history which includes schizophrenia. As a result, a lot of my anxiety at the moment is me worrying that certain behaviours or situations will make my mental health issues get worse again, or even precipitate a psychotic break. 
One of the things I have convinced myself will ""cause"" me to develop schizophrenia is lack of social contact. What happened is that late last year, I read an article saying that if you are in a risk group for schizophrenia, it is important to have social contact as it can reduce the risk of having a psychotic episode, and also that social withdrawal is a sign that you might be about to have one.
As a result, when I decided to move from a sharehouse into a studio flat after getting a full-time job, I developed some anxious thoughts that this (living alone/wanting own place) was either an indication that I was about to have a psychotic episode, or could actually cause one. Now with the lockdowns, I obviously have very little social life, and am worried that I could go crazy. 
At night I feel scared, or don't like it to be quiet, or get scared of shadows, or have broken sleep with bad dreams (usually related to coronavirus, e.g. being sick and taken to hospital but the ""hospital"" is actually a conference centre, etc). But then I worry that not sleeping enough, having weird dreams, feeling scared at night, or doing something odd (e.g. mindlessly brushing my teeth when I walk into the bathroom) are not normal for an adult and am signs that I am ""losing my mind"", or, more concretely, am about to have a psychotic episode.
Is this normal, is there any way to stop it, and does it indicate that the stress might be causing me to have a psychotic episode?
",Anxiety
"
Hi, I am going through a difficult time at present with anxiety and depression. I saw my doctor yesterday and she gave me a week off work. Now I feel guilty for taking this time off as I’ve only been in the job four months. I sent a text to my boss explaining the situation and she was very supportive but I can’t stop feeling guilty about this. Has anyone else experienced this?
",Anxiety
"
Hi all, 
I’m new here, and apologies in advance for the mess this post may be. 
I have struggled with anxiety for a long time now. I started dating this guy 6 months ago who I am head over heels in love with. But he doesn’t understand anxiety at all and really struggles with my anxiety. I’ve tried numerous ways of talking with him about it, but nothing clicks. He gets stressed and frustrated. He’s got a very dismissive/avoidant attachment style when it comes to discussing serious things whereas I am very much an anxious attachment person. In every other aspect of our relationship, we are PERFECT. honestly, he is amazing and we work so well together. 
We got in our first massive fight last week, where our relationship almost ended (over the dumbest thing that was exaggerated by my own anxiety) and now he has gone on a trip to the snow with the guys this week. My anxiety is at an all time high. We worked throughout relationship before he left and we are “good”. However, at the back of my mind, there is a voice telling me he is going to cheat on me because he is still mad at me. He has given me NO reason to feel this way, and I know logically that it is my anxiety talking, but I can’t stop this pit in my stomach. I don’t want to be needy, or put this anxiety on him because he honestly deserves a fun week with his friends right now. I was cheated on in my last long term relationship when we were living together, so I know that trauma has something to do with this  
I guess my question is, how can I help ease this? And is it possible to to cope with my anxiety when my partner simply cannot understand it and has a very different communication / attachment style to me? 
im so scared of ruining the first relationship I feel so great about and can see a REAL future with. Please help. 
",Anxiety
"
Hi,
as I’ve posted on other threads I have massive anxiety that I am going insane and developing a serious mental illness like schizophrenia, today as I was driving I started having these thoughts that I’m delusional and everything around me is just my imagination and nothing is real, it let me to have a panic attack and it terrified me that I had these thoughts, I don’t believe it but it t terrified me, where do these thoughts come from and can it be me losing touch with reality?
 
thank you.
",Anxiety
"
I'm new to this and not sure if i'm even posting in the right forum.
I'm not one to talk about mental health. I find it difficult to speak to others about it and will often bottle things up.
I'm really struggling tonight after receiving an email about my studies.
Long story short, I feel like i'm not being supported by my work to grow and typing this makes me feel silly to say out loud but I just feel like I can't win.
My friends are trying to encourage me that I can get past this but I honestly feel like I can't.
Am I overreacting?
I just feel broken and can't stop crying.
",Anxiety
"
Hi this is my first time doing anything like this. so.
So my fear was and still is having depression. I know its really stupid but I can't help it. It all started when my cousin told my mum I had depression, luckily my mum isn't stupid and she asked me if I did. I said no. But now I've been thinking about it more and more, my anxiety doesn't help, and I have recently been searching how to know if you have depression and its scaring me because I don't have the strength or courage to ask my mum for help. I don't understand why I'm so worried, I used to been in control of my anxiety but now this topic is starting to bring it back.
I don't understand and I'm seeking help.
",Anxiety
"
I'm trying to get out more to help my depression. For example I joined a gym, and it gives me free access to a pool. I'm excited about that, but in my mind I have no idea how I can do that. 

I can't fathom how I alone could go and swim in a pool. Or like, do laps? Do I get in, swim a certain number of laps and then just get out? How do I not look creepy? 
",Anxiety
"
Hi Everyone just wanted to know if anyone has experienced stomach issues while on an SSRI?
I have been on them for about a year and suffered really bad with stomach pains and Diarhea. Problem is im not sure if its my anxiety or the medication that is causing this.
And it just becomes a vicious cycle as i suffer with anxiety about my health.
 

",Anxiety
"
Hi all
I'm new to this forum and just reaching out to see if anyone out there has or is experiencing muscle twitching all over, strange muscle fatigue and soreness particularly in calves and forearms that cannot be explained, tingling/pins and needles in hands and feet...as though there's not enough circulation  there.. occasional sharp shooting pains in muscles or possibly nerves. I have had a very stressful past 12 months so I'm hoping these odd new symptoms are anxiety related. I have definitely had the worst health anxiety ever this past year... could these new symptoms be my body's way of telling me I'm in fight or flight? Two doctors do not seem to be concerned. I'm worried about MND or MS or something else and am I am booked to see a neurologist next Monday.
I'm trying hard to stay positive but I cannot believe anxiety/stress could cause such blatant physical symptoms. Feeling scared and alone.
Hope to hear from someone!

",Anxiety
"
I don’t know if anyone can relate and if you do please respond, I kind of get a feeling like Im high on some kind of drugs during my panic attacks, it’s really distressing! 
thank you.
",Anxiety
"
It’s been a tough few months, I have been working on my complex trauma & depression & have noticed small improvements.
But I feel like my anxiety is getting worse. So my past 2 sessions with the psychologist have been focused on that. My psychiatrist also prescribed a new anti-anxiety med but I’m yet to notice any effect as yet (it’s only been 6 days use so far).
Anyway, I am truly mystified by my behaviour with the psychologist. I was telling her about the time I was at a party & was too scared to ask for a spoon. It’s sounds incredibly ridiculous, but that’s what happened. I decided not to eat my slice of cake because I was too scared to ask for a spoon!
So the psychologist said let’s practise now. I had to pretend to hold the cake & ask for a spoon. There was no one around except her & I. And I felt so embarrassed & humiliated I couldn’t bring myself to do it. And I burst into tears.  A week later I’m still mystified why I found this so difficult????
Today my anxiety was elevated after just talking to the psychologist about my breathing. She wanted me to do the breathing exercises we had practised last week. But I would not do it until she looked away. I just couldn’t stand to be watched while I “breathed”. So she had to turn away from me while I did it & she talked me through it.
What the h*ll is wrong with me???? Then she asked me to say one thing nice about myself. I couldn’t. I told her this & she kept pushing me. I finally come out with “I guess I’m caring”. She said ok, let’s work with that. And she made me repeat after her numerous times “I am a caring person & that is why people like me”. Over & over. She was waiting for me to say it in an affirmative manner. When I finally did she praised me & said to give myself a pat on the back. But I couldn’t. I wasn’t feeling any achievement, didn’t feel like a deserved a pat on the back. She mentioned that I have some very negative core beliefs (we’ve been through all that previously) but as it turns out, It seems I can’t accept praise from others or even praise myself without feeling awkward, embarrassed, humiliated.
i don’t understand why feel this way? Why is anxiety so hard to live with & understand? 
why do I do the things I do? 
does anyone else find their daily lives messed up because of anxiety or missed opportunities because your anxiety? Or am I the only sad soul out there who doesn’t fit into this world? 😢
",Anxiety
"
Hi everyone, this is my first time doing this and I’m terrified but here goes.
one night I got spiked with MDMA by people I knew, I have had history with anxiety, it didn’t affect me that bad but I felt a lot of anger with the people who did it, fast forwards 2 months I went out with the same people, they were talking about taking MDMA and a few minutes later I was convinced I got spiked again, I had someone I could trust with me and they took me out of the situation and tried to convince me I wasn’t spiked but I wasn’t having it, it felt so real and was convinced something was wrong.. after that night my anxiety has been so bad, where do I begin.. firstly I am convinced that I am developing schizophrenia because after that night I have been so paranoid.. I always have panic attacks that I have been spiked again, I can’t drink from bottles, I don’t trust anyone and always think they have alternative  motives, during this time of my life my then girlfriend had left me and literally attacked me, I couldn’t believe who she had become which made me even more paranoid, I can’t go out on a date without some type or paranoid thinking, it’s causing me panic attack after panic attack.. I have so much on my mind so I apologise if I’m not making complete sense, to go back to what I was saying about the night I thought I got spiked, I was conviced I actually got spiked for a while but realised when I had a similar panic attack that I didn’t, but I’m still very paranoid about everyone and question everyone’s motives, I’m scared that these are the first signs of schizophrenia and I’m developing it, I’m terrified can someone please help, thank you.
",Anxiety
